UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,4,2018,63,3992909,1905919,2086990,1568614,1677681,206533,252349,17872,19383,88515,110349,3089,3317,21296,23911,1586272,1697163,211969,259493,29775,32950,95563,117657,5525,6035,1712624,1873590,1394132,1484919,198708,243386,12471,14230,86824,108476,2568,2746,17921,19833,1408857,1500842,202729,248769,22546,25667,93139,114896,4671,5105,193295,213400,174482,192762,7825,8963,5401,5153,1691,1873,521,571,3375,4078,177415,196321,9240,10724,7229,7283,2424,2761,854,930
R,4,2018,64,3768634,1785104,1983530,1479553,1605416,185854,233756,16342,17969,81095,101164,2711,3020,19549,22205,1495835,1623533,190747,240244,27529,30903,87344,107840,4875,5528,1612090,1788499,1323498,1429372,178702,225497,11491,13217,79688,99465,2248,2512,16463,18436,1337106,1444214,182316,230332,21031,24112,85244,105359,4140,4699,173014,195031,156055,176044,7152,8259,4851,4752,1407,1699,463,508,3086,3769,158729,179319,8431,9912,6498,6791,2100,2481,735,829
R,4,2018,65,3656562,1728296,1928266,1438570,1566579,174357,221161,15073,16973,79472,99944,2705,2891,18119,20718,1453609,1583507,178850,227093,25380,29079,85371,106192,4796,5277,1567916,1744642,1293778,1400467,167739,213407,10683,12567,78112,98326,2300,2426,15304,17449,1306363,1414567,171051,217954,19476,22931,83383,103808,4128,4497,160380,183624,144792,166112,6618,7754,4390,4406,1360,1618,405,465,2815,3269,147246,168940,7799,9139,5904,6148,1988,2384,668,780
R,4,2018,66,3506563,1653495,1853068,1385686,1512792,162826,210696,14004,15872,71739,91725,2405,2672,16835,19311,1399658,1528683,166993,216244,23929,27453,76907,97195,4358,4847,1504145,1682293,1250291,1358436,156977,203296,10102,11860,70514,90267,2031,2252,14230,16182,1262009,1371562,160080,207506,18541,21778,75151,95067,3733,4148,149350,170775,135395,154356,5849,7400,3902,4012,1225,1458,374,420,2605,3129,137649,157121,6913,8738,5388,5675,1756,2128,625,699
R,4,2018,67,3345761,1569898,1775863,1308643,1441037,157886,205867,13470,15194,71426,92991,2339,2489,16134,18285,1322054,1455897,161872,211243,22937,26106,76446,98316,4203,4605,1426897,1609814,1179121,1290793,152094,198859,9766,11212,70229,91483,1999,2120,13688,15347,1190395,1303103,155046,202966,17908,20564,74717,96125,3652,3927,143001,166049,129522,150244,5792,7008,3704,3982,1197,1508,340,369,2446,2938,131659,152794,6826,8277,5029,5542,1729,2191,551,678
R,4,2018,68,3310035,1554933,1755102,1298391,1427176,152564,199242,13171,14497,73114,93970,2415,2598,15278,17619,1311056,1441459,156369,204438,22296,24979,77702,99014,4206,4653,1418468,1595617,1174615,1282641,147114,192433,9686,10892,72029,92610,2029,2211,12995,14830,1185321,1294528,150006,196390,17518,19925,76101,97016,3612,4010,136465,159485,123776,144535,5450,6809,3485,3605,1085,1360,386,387,2283,2789,125735,146931,6363,8048,4778,5054,1601,1998,594,643
R,4,2018,69,3164000,1481533,1682467,1248101,1382151,137683,183100,12114,13422,67212,84980,2210,2405,14213,16409,1259892,1395643,141133,187788,20632,23424,71513,89529,3851,4222,1358478,1536351,1136368,1249498,132875,177009,8983,10142,66223,83736,1879,2063,12150,13903,1146368,1260814,135488,180597,16373,18860,70052,87713,3322,3649,123055,146116,111733,132653,4808,6091,3131,3280,989,1244,331,342,2063,2506,113524,134829,5645,7191,4259,4564,1461,1816,529,573
R,4,2018,70,3204000,1499127,1704873,1278492,1420201,130008,173700,11492,12764,63245,79910,2020,2162,13870,16136,1290076,1433547,133399,178252,19976,22609,67228,84361,3582,3969,1380394,1563572,1170572,1291678,125403,167920,8534,9753,62267,78722,1730,1844,11888,13655,1180416,1302844,127992,171413,15923,18296,65804,82634,3129,3434,118733,141301,107920,128523,4605,5780,2958,3011,978,1188,290,318,1982,2481,109660,130703,5407,6839,4053,4313,1424,1727,453,535
R,4,2018,71,3107224,1449847,1657377,1249013,1395748,117227,157833,10918,12187,57765,74334,1820,1904,13104,15371,1260091,1408559,120277,162003,19060,21707,61401,78483,3316,3601,1341485,1525469,1150207,1275636,113170,152435,8238,9391,56988,73224,1562,1619,11320,13164,1159730,1286498,115516,155686,15426,17715,60206,76906,2876,3127,108362,131908,98806,120112,4057,5398,2680,2796,777,1110,258,285,1784,2207,100361,122061,4761,6317,3634,3992,1195,1577,440,474
R,4,2018,72,2345296,1084611,1260685,919348,1043442,95276,131585,8479,9682,49706,62195,1677,1758,10125,12023,927754,1053350,97728,134896,14474,16734,52776,65715,2952,3205,990393,1143003,833410,936134,91666,126745,6216,7226,49004,61278,1450,1522,8647,10098,840544,944368,93514,129241,11413,13264,51737,64349,2563,2815,94218,117682,85938,107308,3610,4840,2263,2456,702,917,227,236,1478,1925,87210,108982,4214,5655,3061,3470,1039,1366,389,390
R,4,2018,73,2340018,1075384,1264634,915451,1050757,92442,129709,8162,9487,47970,61073,1468,1684,9891,11924,923752,1060636,94778,133008,14048,16600,50851,64470,2749,3112,986812,1153278,834498,949040,89188,125295,6118,7184,47257,60183,1265,1433,8486,10143,841548,957377,90950,127813,11271,13376,49827,63173,2418,2700,88572,111356,80953,101717,3254,4414,2044,2303,713,890,203,251,1405,1781,82204,103259,3828,5195,2777,3224,1024,1297,331,412
R,4,2018,74,2271343,1037325,1234018,891988,1038322,84428,120046,7441,8744,43243,54323,1327,1371,8898,11212,899494,1047620,86388,123103,12882,15525,45803,57378,2437,2739,958143,1131034,819578,944017,81403,116093,5626,6725,42661,53505,1155,1197,7720,9497,826068,951825,82919,118427,10437,12617,44934,56176,2138,2415,79182,102984,72410,94305,3025,3953,1815,2019,582,818,172,174,1178,1715,73426,95795,3469,4676,2445,2908,869,1202,299,324
R,4,2018,75,2250857,1022236,1228621,884199,1040273,80083,116683,6889,8249,41384,51515,1160,1339,8521,10562,891376,1049076,82082,119533,12188,14806,43689,54327,2165,2510,948932,1129834,817089,950028,77244,112642,5333,6254,40833,50783,1024,1131,7409,8996,823326,957482,78773,114786,10060,12022,42877,53245,1906,2169,73304,98787,67110,90245,2839,4041,1556,1995,551,732,136,208,1112,1566,68050,91594,3309,4747,2128,2784,812,1082,259,341
R,4,2018,76,1944988,874571,1070417,752375,900539,69855,104063,6156,7196,37688,48084,1042,1180,7455,9355,758599,908343,71578,106566,10703,12895,39847,50643,1925,2214,809053,982974,692353,820199,67359,100820,4760,5512,37198,47421,901,989,6482,8033,697738,826846,68697,102764,8801,10511,39116,49672,1687,1921,65518,87443,60022,80340,2496,3243,1396,1684,490,663,141,191,973,1322,60861,81497,2881,3802,1902,2384,731,971,238,293
R,4,2018,77,1760857,783316,977541,671344,820161,63302,96580,5525,6686,35501,44649,955,1086,6689,8379,676944,827088,64788,98834,9594,11721,37491,47044,1786,2074,722233,894639,615261,744000,61023,93340,4250,5206,35060,44021,842,919,5797,7153,620100,749871,62153,95072,7851,9608,36825,46121,1574,1791,61083,82902,56083,76161,2279,3240,1275,1480,441,628,113,167,892,1226,56844,77217,2635,3762,1743,2113,666,923,212,283
R,4,2018,78,1648189,728472,919717,622470,768952,59794,92498,5059,6305,33928,42688,906,1113,6315,8161,627803,775741,61212,94752,8740,11138,35870,44974,1670,2097,670550,840207,569375,696024,57590,89400,3864,4856,33477,42088,775,917,5469,6922,573968,701743,58661,91090,7106,9053,35228,44102,1463,1778,57922,79510,53095,72928,2204,3098,1195,1449,451,600,131,196,846,1239,53835,73998,2551,3662,1634,2085,642,872,207,319
R,4,2018,79,1536935,675136,861799,581647,727678,52665,82606,4430,5668,30172,37747,743,976,5479,7124,586289,733641,53932,84459,7742,9960,31788,39767,1363,1812,623152,788922,533858,660714,50704,79732,3407,4372,29800,37218,633,821,4750,6065,537852,665768,51671,81127,6321,8119,31249,38984,1198,1543,51984,72877,47789,66964,1961,2874,1023,1296,372,529,110,155,729,1059,48437,67873,2261,3332,1421,1841,539,783,165,269
R,4,2018,80,1435130,622562,812568,536038,685421,48460,78228,4096,5279,28121,36205,715,943,5132,6492,540362,690816,49671,80008,7145,9031,29675,38070,1302,1719,574390,744015,491724,622484,46716,75513,3135,4061,27785,35709,599,772,4431,5476,495439,626991,47637,76865,5824,7308,29161,37340,1111,1447,48172,68553,44314,62937,1744,2715,961,1218,336,496,116,171,701,1016,44923,63825,2034,3143,1321,1723,514,730,191,272
R,4,2018,81,1299473,555481,743992,478980,628431,42521,71085,3509,4692,25360,32996,639,765,4472,6023,482800,633461,43524,72703,6090,8226,26755,34720,1147,1480,511669,680881,438576,570219,40851,68729,2724,3571,25064,32527,558,650,3896,5185,441891,574517,41606,69981,5028,6688,26325,34062,1012,1284,43812,63111,40404,58212,1670,2356,785,1121,296,469,81,115,576,838,40909,58944,1918,2722,1062,1538,430,658,135,196
R,4,2018,82,1222119,514350,707769,444046,597440,39846,68716,3184,4431,22665,30799,553,725,4056,5658,447434,602130,40785,70260,5517,7745,23953,32415,1074,1365,473750,648264,406560,542630,38339,66458,2453,3393,22400,30375,480,605,3518,4803,409489,546584,39038,67644,4517,6261,23560,31785,941,1176,40600,59505,37486,54810,1507,2258,731,1038,265,424,73,120,538,855,37945,55546,1747,2616,1000,1484,393,630,133,189
R,4,2018,83,1134500,470238,664262,407162,562912,35645,63255,2863,4048,20396,28151,502,646,3670,5250,410306,567279,36436,64652,4975,7096,21518,29726,969,1252,433346,608840,372984,511777,34356,61186,2198,3060,20147,27747,442,546,3219,4524,375732,515516,34976,62260,4090,5739,21140,29148,866,1080,36892,55422,34178,51135,1289,2069,665,988,249,404,60,100,451,726,34574,51763,1460,2392,885,1357,378,578,103,172
R,4,2018,84,988563,402223,586340,348617,496540,30042,55733,2371,3405,17548,25420,468,605,3177,4637,351328,500428,30754,56952,4156,6081,18585,26800,843,1159,370550,537615,319256,451532,28953,53911,1808,2591,17342,25066,402,524,2789,3991,321635,454862,29506,54852,3406,4956,18276,26295,739,1008,31673,48725,29361,45008,1089,1822,563,814,206,354,66,81,388,646,29693,45566,1248,2100,750,1125,309,505,104,151
R,4,2018,85,933750,371460,562290,322725,477500,27428,52699,2124,3228,16019,24110,403,509,2761,4244,325050,481027,28055,53856,3652,5674,16938,25331,755,1053,343452,517246,296753,435862,26443,51017,1641,2482,15820,23790,352,438,2443,3657,298797,438881,26946,51926,3000,4650,16660,24855,672,925,28008,45044,25972,41638,985,1682,483,746,199,320,51,71,318,587,26253,42146,1109,1930,652,1024,278,476,83,128
R,4,2018,86,854978,334774,520204,294241,447250,22374,44827,1775,2788,13653,21030,336,444,2395,3865,296305,450490,22926,45839,3101,5036,14430,22131,633,899,309091,479262,270267,409249,21612,43403,1344,2116,13482,20784,289,392,2097,3318,272069,412005,22042,44192,2521,4075,14182,21775,548,792,25683,40942,23974,38001,762,1424,431,672,171,246,47,52,298,547,24236,38485,884,1647,580,961,248,356,85,107
R,4,2018,87,789918,300708,489210,264532,421076,19741,41254,1551,2585,12320,20317,322,438,2242,3540,266433,424052,20233,42220,2789,4596,13081,21361,604,860,277529,450722,242937,385360,19008,39959,1149,1925,12199,20067,288,367,1948,3044,244585,387902,19394,40699,2229,3696,12882,20979,541,749,23179,38488,21595,35716,733,1295,402,660,121,250,34,71,294,496,21848,36150,839,1521,560,900,199,382,63,111
R,4,2018,88,708704,263288,445416,231386,383343,17453,38087,1461,2242,10862,18225,279,388,1847,3131,232962,385939,17889,38948,2522,4040,11424,19126,502,759,242669,410899,212182,351243,16781,36919,1102,1709,10751,18007,242,333,1611,2688,213557,353469,17122,37581,2043,3291,11248,18799,437,653,20619,34517,19204,32100,672,1168,359,533,111,218,37,55,236,443,19405,32470,767,1367,479,749,176,327,65,106
R,4,2018,89,609161,220125,389036,194344,336381,14004,32346,1118,1815,8855,15370,209,350,1595,2774,195680,338700,14364,33124,2012,3404,9361,16159,426,682,203497,360053,178827,309507,13484,31296,845,1355,8761,15184,186,305,1394,2406,179987,311494,13769,31911,1642,2771,9214,15890,374,607,16628,28983,15517,26874,520,1050,273,460,94,186,23,45,201,368,15693,27206,595,1213,370,633,147,269,52,75
R,4,2018,90,540123,189149,350974,167091,304404,11816,28610,924,1650,7801,13583,166,281,1351,2446,168246,306460,12094,29247,1674,3071,8253,14262,344,597,175363,326171,154189,281394,11419,27731,692,1256,7724,13420,146,238,1193,2132,155206,283168,11642,28239,1356,2524,8137,14023,307,517,13786,24803,12902,23010,397,879,232,394,77,163,20,43,158,314,13040,23292,452,1008,318,547,116,239,37,80
R,4,2018,91,458016,155969,302047,137552,262324,9863,24262,753,1432,6532,11729,137,227,1132,2073,138503,264072,10147,24843,1405,2618,6883,12295,263,469,144701,281109,127018,242956,9517,23474,592,1080,6468,11593,120,194,986,1812,127844,244477,9737,23939,1171,2143,6778,12099,231,408,11268,20938,10534,19368,346,788,161,352,64,136,17,33,146,261,10659,19595,410,904,234,475,105,196,32,61
R,4,2018,92,381561,124539,257022,109749,222990,7830,20852,595,1152,5395,10054,84,195,886,1779,110502,224468,8046,21355,1077,2167,5673,10552,197,411,115569,239682,101376,206910,7563,20236,437,868,5346,9934,72,169,775,1565,102035,208210,7731,20643,866,1777,5593,10378,169,359,8970,17340,8373,16080,267,616,158,284,49,120,12,26,111,214,8467,16258,315,712,211,390,80,174,28,52
R,4,2018,93,318814,100553,218261,88395,189981,6305,17108,472,994,4575,8486,90,195,716,1497,89006,191244,6476,17567,869,1870,4809,8866,179,354,93483,204095,81789,176823,6100,16610,357,772,4530,8397,78,171,629,1322,82327,177930,6234,16993,714,1562,4737,8732,155,312,7070,14166,6606,13158,205,498,115,222,45,89,12,24,87,175,6679,13314,242,574,155,308,72,134,24,42
R,4,2018,94,253639,77741,175898,68206,153335,4800,13706,377,735,3712,6813,60,143,586,1166,68693,154305,4942,14045,704,1412,3912,7114,125,282,72260,165077,63080,143305,4639,13309,294,561,3678,6733,50,124,519,1045,63511,144173,4755,13593,588,1175,3856,7007,107,252,5481,10821,5126,10030,161,397,83,174,34,80,10,19,67,121,5182,10132,187,452,116,237,56,107,18,30
R,4,2018,95,195027,57775,137252,50266,119329,3706,10832,273,544,3031,5538,46,108,453,901,50660,120066,3820,11105,518,1060,3178,5784,106,221,53650,128996,46427,111628,3575,10539,204,429,3002,5489,41,99,401,812,46776,112288,3665,10776,419,900,3139,5709,92,200,4125,8256,3839,7701,131,293,69,115,29,49,5,9,52,89,3884,7778,155,329,99,160,39,75,14,21
R,4,2018,96,153957,44031,109926,38558,96070,2601,8478,204,468,2302,4091,39,87,327,732,38837,96672,2698,8700,382,885,2401,4284,79,181,41198,103479,35889,90086,2526,8256,165,371,2292,4054,33,73,293,639,36136,90608,2607,8441,325,745,2387,4219,66,157,2833,6447,2669,5984,75,222,39,97,10,37,6,14,34,93,2701,6064,91,259,57,140,14,65,13,24
R,4,2018,97,111354,30573,80781,26544,70043,1886,6355,135,318,1719,3445,27,67,262,553,26763,70493,1955,6534,278,631,1806,3595,59,136,28677,76266,24797,65828,1824,6215,103,256,1701,3417,20,62,232,488,24993,66227,1881,6366,230,535,1778,3552,46,123,1896,4515,1747,4215,62,140,32,62,18,28,7,5,30,65,1770,4266,74,168,48,96,28,43,13,13
R,4,2018,98,79178,20873,58305,17893,50104,1409,4956,107,235,1283,2555,21,41,160,414,18021,50442,1456,5104,195,474,1332,2652,46,90,19521,55014,16635,47066,1374,4825,81,190,1276,2535,19,37,136,361,16746,47357,1410,4950,156,403,1319,2619,39,77,1352,3291,1258,3038,35,131,26,45,7,20,2,4,24,53,1275,3085,46,154,39,71,13,33,7,13
R,4,2018,99,50631,12608,38023,10727,32629,871,3210,63,155,819,1734,17,34,111,261,10821,32840,906,3304,119,300,854,1798,33,69,11877,36019,10056,30804,844,3112,47,130,815,1724,15,29,100,220,10141,30980,875,3187,98,254,848,1780,27,60,731,2004,671,1825,27,98,16,25,4,10,2,5,11,41,680,1860,31,117,21,46,6,18,6,9
R,4,2018,100,92346,20677,71669,16960,59866,1540,6805,130,330,1811,4019,32,79,204,570,17121,60319,1606,7022,235,636,1880,4167,67,161,19407,68004,15802,56501,1493,6663,108,282,1800,3986,29,71,175,501,15939,56898,1549,6844,198,560,1859,4111,58,142,1270,3665,1158,3365,47,142,22,48,11,33,3,8,29,69,1182,3421,57,178,37,76,21,56,9,19
R,5,2018,999,326392347,160738565,165653782,123844711,125990702,20915318,22755795,2084902,2053588,9097873,9974582,401350,390191,4394411,4488924,127755552,129964029,22871707,24800560,3411268,3444126,10726502,11603233,793113,786638,130716779,136212289,97427767,100131451,19510230,21300401,1190354,1227278,8805175,9680370,294185,290354,3489068,3582435,100530907,103298695,21049960,22919322,2134179,2237555,10184605,11059211,601052,602580,30021786,29441493,26416944,25859251,1405088,1455394,894548,826310,292698,294212,107165,99837,905343,906489,27224645,26665334,1821747,1881238,1277089,1206571,541897,544022,192061,184058
R,5,2018,0,3825470,1956802,1868668,1412205,1343995,293208,285060,31451,30228,96729,90930,5770,5482,117439,112973,1520398,1448057,356569,346546,54984,52777,139853,132032,14040,13369,1450810,1382666,979464,928751,266044,258798,16313,15549,91128,85573,3955,3738,93906,90257,1066392,1012277,317581,308808,31714,30255,126988,119729,10045,9543,505992,486002,432741,415244,27164,26262,15138,14679,5601,5357,1815,1744,23533,22716,454006,435780,38988,37738,23270,22522,12865,12303,3995,3826
R,5,2018,1,3924048,2006852,1917196,1445986,1376186,300234,292217,32168,30914,102376,96588,5946,5708,120142,115583,1556643,1482631,364971,355065,56216,53965,146600,138715,14412,13786,1486846,1417798,1001069,949352,272379,265248,16652,15878,96620,91103,4088,3907,96038,92310,1089939,1034752,324991,316316,32369,30893,133427,126139,10331,9861,520006,499398,444917,426834,27855,26969,15516,15036,5756,5485,1858,1801,24104,23273,466704,447879,39980,38749,23847,23072,13173,12576,4081,3925
R,5,2018,2,3992835,2041259,1951576,1470293,1399400,304131,296770,32556,31384,106510,100986,6050,5840,121719,117196,1582367,1507307,369596,360450,56921,54773,151452,143739,14633,14033,1509381,1440767,1014803,962420,275883,269454,16732,16015,100618,95409,4157,4007,97188,93462,1104699,1048861,329021,321109,32604,31209,138020,130949,10483,10039,531878,510809,455490,436980,28248,27316,15824,15369,5892,5577,1893,1833,24531,23734,477668,458446,40575,39341,24317,23564,13432,12790,4150,3994
R,5,2018,3,4033600,2062092,1971508,1479630,1409803,308686,300852,32889,31803,112110,105698,6105,5924,122672,117428,1592550,1517883,374561,364401,57423,55298,157506,148748,14815,14153,1531601,1460217,1025737,972612,279828,273027,17139,16454,106411,100189,4273,4110,98213,93825,1116535,1059340,333311,324594,33225,31782,144375,136097,10751,10226,530491,511291,453893,437191,28858,27825,15750,15349,5699,5509,1832,1814,24459,23603,476015,458543,41250,39807,24198,23516,13131,12651,4064,3927
R,5,2018,4,4006587,2049959,1956628,1474012,1401095,307927,299749,33138,31906,108291,102511,5858,5620,120733,115747,1585125,1507601,372423,362588,57544,55219,153057,144648,14556,13793,1524199,1452509,1023959,969962,279282,272141,17481,16730,102817,97303,4107,3926,96553,92447,1113227,1055402,331607,323164,33506,31981,140173,132376,10514,9936,525760,504119,450053,431133,28645,27608,15657,15176,5474,5208,1751,1694,24180,23300,471898,452199,40816,39424,24038,23238,12884,12272,4042,3857
R,5,2018,5,4010245,2049103,1961142,1471399,1404285,306788,298775,32873,31692,112398,106143,5959,5707,119686,114540,1581400,1509536,370170,360200,57124,54978,157314,148458,14781,13986,1524620,1455361,1021252,970505,278836,271722,17581,16829,107055,100879,4218,3977,95678,91449,1109564,1054897,330159,321495,33497,32094,144621,136162,10720,10045,524483,505781,450147,433780,27952,27053,15292,14863,5343,5264,1741,1730,24008,23091,471836,454639,40011,38705,23627,22884,12693,12296,4061,3941
